name,rating,reviews,details,highly_rated,critically_rated
BYD Electronics,3.3,(124),Electronics Manufacturing | Chennai +8 other locations,None,"Job Security, Company Culture, Work Life Balance"
Tamilnadu Petroproducts,4.4,(122),Chemicals / Agri Inputs | Chennai +2 other locations,"Work Life Balance, Work Satisfaction, Job Security","Work Life Balance, Work Satisfaction, Job Security"
Keertana Finserv,3.6,(123),NBFC | Hyderabad / Secunderabad +36 other locations,None,"Work Life Balance, Work Satisfaction, Job Security"
Svatantra Micro Housing Finance Corporation Limited,3.9,(124),Financial Services | Mumbai +38 other locations,"Work Life Balance, Company Culture, Job Security","Work Life Balance, Company Culture, Job Security"
Innovel Energy Services,3.4,(121),Power | Kolkata +13 other locations,None,"Work Life Balance, Company Culture, Job Security"
VXI Global Solutions,3.5,(123),BPO | Hyderabad / Secunderabad +4 other locations,None,"Work Life Balance, Company Culture, Job Security"
Gracenote,3.7,(121),Media & Entertainment | Mumbai +4 other locations,Work Life Balance,Work Life Balance
Lanco Anpara Power,4.2,(121),Power | Varanasi +8 other locations,"Work Life Balance, Company Culture, Job Security",None
Abu Dhabi Commercial Bank,3.8,(120),Banking | Mumbai +6 other locations,None,"Work Life Balance, Company Culture, Job Security"
D.B ENGINEERING,4.3,(121),Industrial Machinery | New Delhi +15 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
StrategicERP,4.5,(120),Software Product | Mumbai +8 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
Encotec Energy,4.0,(120),Power | Noida +27 other locations,"Work Life Balance, Job Security",None
Sage Metals,3.5,(119),Metals & Mining | New Delhi +8 other locations,None,"Work Life Balance, Job Security"
Tcil,4.1,(121),Telecom | New Delhi +32 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",None
Ebix Smartclass Educational Services,4.2,(120),EdTech | New Delhi +32 other locations,"Work Life Balance, Work Satisfaction, Company Culture",None
Mutual Industries,3.3,(119),Petrochemicals | Mumbai +11 other locations,None,"Work Life Balance, Work Satisfaction, Company Culture"
Oaknorth Bank,2.9,(120),Banking | Gurgaon / Gurugram +3 other locations,None,"Work Life Balance, Work Satisfaction, Company Culture"
MAHLE Engine Components,3.8,(120),Automobile | Chennai +17 other locations,Skill Development / Learning,Skill Development / Learning
Mosaic Wellness,3.8,(120),Fitness & Wellness | Mumbai +7 other locations,None,Skill Development / Learning
Ascend Telecom Infrastructure,4.1,(120),Telecom | Bangalore / Bengaluru +23 other locations,"Work Life Balance, Salary & Benefits, Work Satisfaction",None
Oaknet Healthcare,3.6,(120),Pharma | Mumbai +29 other locations,None,"Work Life Balance, Salary & Benefits, Work Satisfaction"
Ntrust Infotech,3.3,(121),IT Services & Consulting | Chennai +3 other locations,Job Security,Job Security
PGIMER,4.2,(120),Education & Training | Chandigarh +5 other locations,"Skill Development / Learning, Work Satisfaction, Salary & Benefits","Skill Development / Learning, Work Satisfaction, Salary & Benefits"
Ultratech India,4.0,(123),Pharma | Mumbai +48 other locations,"Job Security, Company Culture, Skill Development / Learning","Job Security, Company Culture, Skill Development / Learning"
Casino Air Caterers & Flight Services,3.9,(121),Facility Management Services | Kochi +18 other locations,Job Security,Job Security
SKS Ispat & Power,3.5,(120),Industrial Machinery | Raipur +6 other locations,None,Job Security
Newtronic Lifecare Equipment,3.7,(120),Pharma | Mumbai +15 other locations,None,Job Security
The Calcutta Medical Research Institute,4.0,(121),Healthcare | Kolkata +3 other locations,"Job Security, Skill Development / Learning","Job Security, Skill Development / Learning"
Damro Furniture,3.6,(122),Furniture & Furnishing | Bangalore / Bengaluru +25 other locations,None,"Job Security, Skill Development / Learning"
Best Value Chem,3.6,(124),Chemicals | Vadodara +5 other locations,None,"Job Security, Skill Development / Learning"
Central Academy School,4.1,(121),Education & Training | Jodhpur +25 other locations,"Company Culture, Work Life Balance","Company Culture, Work Life Balance"
Yahoo,4.6,(120),Internet | Bangalore / Bengaluru +6 other locations,"Company Culture, Work Life Balance, Salary & Benefits","Company Culture, Work Life Balance, Salary & Benefits"
B New Mobiles,3.4,(123),Electronics Manufacturing | Hyderabad / Secunderabad +27 other locations,None,"Company Culture, Work Life Balance, Salary & Benefits"
Saya homes,4.3,(120),Real Estate | Noida +6 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
SMCC Construction India,4.0,(121),Engineering & Construction | New Delhi +16 other locations,"Salary & Benefits, Job Security","Salary & Benefits, Job Security"
Newton School: Pay after Placement,3.2,(121),Internet | Bangalore / Bengaluru +7 other locations,None,"Salary & Benefits, Job Security"
John Cockerill,3.3,(121),Mumbai +5 other locations,None,"Salary & Benefits, Job Security"
Forever New,3.9,(120),Retail | New Delhi +28 other locations,Skill Development / Learning,None
Marquis Technologies,3.2,(120),IT Services & Consulting | Mumbai +7 other locations,None,Skill Development / Learning
Netcon Technologies,3.5,(122),IT Services & Consulting | Chennai +13 other locations,None,Skill Development / Learning
Khatib & Alami,3.5,(120),Engineering & Construction | Bangalore / Bengaluru +13 other locations,None,Skill Development / Learning
Credgenics,3.5,(120),FinTech | New Delhi +5 other locations,None,Skill Development / Learning
Metayb,4.1,(121),IT Services & Consulting | Chennai +2 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",None
Nido Machineries,4.1,(120),Industrial Machinery | Mumbai +13 other locations,Skill Development / Learning,Skill Development / Learning
Paracoat Products,3.6,(121),Auto Components | Hosur +8 other locations,None,Skill Development / Learning
Topsel Toyota,4.2,(121),Automobile | Kolkata +7 other locations,"Job Security, Company Culture, Work Life Balance",None
BetterPlace Select,3.9,(120),Recruitment | Bangalore / Bengaluru +24 other locations,"Company Culture, Work Satisfaction, Salary & Benefits","Company Culture, Work Satisfaction, Salary & Benefits"
DHL IT Services,4.0,(121),Chennai +6 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
L&T Geostructure,3.8,(123),Chennai +22 other locations,"Job Security, Salary & Benefits","Job Security, Salary & Benefits"
Accubits Technologies,3.1,(121),IT Services & Consulting | Thiruvananthapuram +2 other locations,None,"Job Security, Salary & Benefits"
Kitex Garments,3.3,(120),Fashion & Textile | Kochi +12 other locations,None,"Job Security, Salary & Benefits"
Sree Metaliks,4.2,(120),Industrial Machinery | Barbil +14 other locations,"Work Satisfaction, Job Security, Skill Development / Learning",None
MRC Logistics,3.9,(120),Logistics | Pune +35 other locations,"Company Culture, Work Satisfaction, Salary & Benefits",None
Ace Pipeline Contracts,4.1,(120),Engineering & Construction | Mumbai +34 other locations,"Company Culture, Work Satisfaction, Work Life Balance",None
Josh Talks,3.8,(121),Broadcasting | Gurgaon / Gurugram +11 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
Placementindia.com,4.7,(121),Recruitment | New Delhi +1 other locations,"Company Culture, Work Satisfaction, Job Security",None
Klassic Wheels,3.1,(120),Auto Components | Ahmednagar +10 other locations,None,"Company Culture, Work Satisfaction, Job Security"
Birla Precision Technologies,3.6,(120),Industrial Machinery | Aurangabad +14 other locations,None,"Company Culture, Work Satisfaction, Job Security"
Ageis,3.6,(120),Emerging Technologies | Bangalore / Bengaluru +16 other locations,None,"Company Culture, Work Satisfaction, Job Security"
CoinDCX,3.8,(121),Emerging Technologies | Mumbai +5 other locations,"Work Life Balance, Salary & Benefits","Work Life Balance, Salary & Benefits"
Alliant Talent,2.3,(120),Accounting & Auditing | Hyderabad / Secunderabad +2 other locations,None,"Work Life Balance, Salary & Benefits"
ARaymond,4.1,(120),Auto Components | Pune +5 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits",None
Freedom Employability Academy,4.1,(121),New Delhi +25 other locations,"Skill Development / Learning, Company Culture","Skill Development / Learning, Company Culture"
Paytm Mall,3.6,(119),Internet | Noida +23 other locations,None,"Skill Development / Learning, Company Culture"
Futures Group,4.4,(119),Retail | Mumbai +43 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",None
Amco Batteries,4.1,(119),Auto Components | Chennai +23 other locations,"Work Life Balance, Company Culture, Work Satisfaction","Work Life Balance, Company Culture, Work Satisfaction"
iB Hubs,4.2,(119),IT Services & Consulting | Kurnool +6 other locations,"Skill Development / Learning, Company Culture, Promotions / Appraisal",None
Omninos Solutions,4.2,(119),Software Product | Mohali +8 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",None
Gopalan Enterprises,4.0,(121),Real Estate | Bangalore / Bengaluru +4 other locations,"Work Life Balance, Salary & Benefits, Work Satisfaction","Work Life Balance, Salary & Benefits, Work Satisfaction"
TVS Automobiles Solutions,3.8,(119),Chennai +29 other locations,Job Security,Job Security
Cherry Hill Interiors,3.8,(120),Architecture & Interior Design | New Delhi +10 other locations,Skill Development / Learning,Skill Development / Learning
Roha Housing Finance,3.4,(120),Financial Services | New Delhi +29 other locations,None,Skill Development / Learning
Dayal Group,4.0,(119),Lucknow +29 other locations,"Job Security, Company Culture","Job Security, Company Culture"
Hemani Industries,3.7,(119),Agro Chemicals | Bharuch +5 other locations,None,"Job Security, Company Culture"
SKS Business Services,3.0,(119),Accounting & Auditing | Jamnagar +17 other locations,None,"Job Security, Company Culture"
Rolls-Royce,3.8,(119),Automobile | Bangalore / Bengaluru +9 other locations,Work Life Balance,Work Life Balance
Emblix Solutions,4.6,(119),IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,"Company Culture, Work Satisfaction, Work Life Balance",None
Motilal Oswal Securities,4.1,(120),Financial Services | Mumbai +22 other locations,"Skill Development / Learning, Job Security, Company Culture",None
PGEIN,3.6,(120),Accounting & Auditing | Chandigarh +3 other locations,Salary & Benefits,Salary & Benefits
Maple Digital Technology,3.5,(119),Retail | Mumbai +12 other locations,Salary & Benefits,Salary & Benefits
ECE Industries,3.3,(120),Electrical Equipment | Ghaziabad +25 other locations,None,Salary & Benefits
Scymes Services,3.8,(119),IT Services & Consulting | Mumbai +11 other locations,None,Salary & Benefits
Areteans,3.5,(119),IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,Skill Development / Learning,Skill Development / Learning
Ideaforge Technology,3.7,(119),Internet | Mumbai +6 other locations,None,Skill Development / Learning
Gemini Edibles & Fats India,4.3,(121),Food Processing | Kakinada +16 other locations,"Job Security, Salary & Benefits, Work Life Balance",None
My Engineering Buddy,4.7,(119),Education & Training | Bangalore / Bengaluru +3 other locations,"Work Satisfaction, Company Culture, Work Life Balance",None
Srijan Technologies,3.5,(119),IT Services & Consulting | New Delhi +12 other locations,Work Life Balance,Work Life Balance
Daimler,3.9,(119),Automobile | Chennai +10 other locations,"Work Life Balance, Company Culture, Work Satisfaction","Work Life Balance, Company Culture, Work Satisfaction"
Stemmons Business Services,3.9,(119),BPO | Vadodara,"Company Culture, Job Security, Work Life Balance","Company Culture, Job Security, Work Life Balance"
Cornerstone OnDemand,3.5,(120),Software Product | Pune +5 other locations,None,"Company Culture, Job Security, Work Life Balance"
Broadcast Engineering Consultants India,3.3,(119),Government | New Delhi +18 other locations,None,"Company Culture, Job Security, Work Life Balance"
Gulf Asia Contracting,3.5,(122),Chennai +14 other locations,Job Security,Job Security
Snowcem Paints,4.3,(119),Building Material | Mumbai +29 other locations,"Company Culture, Work Life Balance, Salary & Benefits",None
IIT Kanpur,4.1,(119),Education & Training | Kanpur +6 other locations,"Work Life Balance, Skill Development / Learning, Work Satisfaction","Work Life Balance, Skill Development / Learning, Work Satisfaction"
APEEJAY EDUCATION SOCIETY,3.5,(120),Education & Training | New Delhi +14 other locations,None,"Work Life Balance, Skill Development / Learning, Work Satisfaction"
Tata Trusts,4.5,(120),Non-Profit | Mumbai +33 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
NCDEX,3.9,(121),Financial Services | Mumbai +19 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
Shahnaz Husain Group Of Companies,3.2,(119),Beauty & Personal Care | New Delhi +16 other locations,None,"Job Security, Company Culture, Work Life Balance"
Gulshan Polyols,3.6,(120),Chemicals | New Delhi +13 other locations,None,"Job Security, Company Culture, Work Life Balance"
Abante Integrated Management Services,4.2,(121),Gurgaon / Gurugram +4 other locations,"Work Life Balance, Salary & Benefits, Job Security",None
